32.0	0.0	4.858366
31.0	0.0	4.633724
30.0	0.0	4.19452
29.0	0.1	3.785964
28.0	0.1	3.742857
27.0	0.1	3.752778
26.0	0.1	3.780746
25.0	0.1	3.830249
24.0	0.1	3.919191
23.0	0.1	4.010605
22.0	0.1	4.084741
21.0	0.1	4.138917
20.0	0.1	4.187035
19.0	0.1	4.239267
18.0	0.1	4.293454
17.0	0.1	4.34467
16.0	0.1	4.400089
15.0	0.1	4.467609
14.0	0.1	4.544536
13.0	0.2	4.467015
12.0	0.3	2.894445
11.0	0.3	2.534622
10.0	0.3	2.828292
11.0	0.4	2.904121
10.0	0.4	2.935233
9.0	0.4	3.039507
8.0	0.4	2.584374
7.0	0.4	2.177325
6.0	0.4	2.185435
5.0	0.4	2.53634
4.0	0.5	2.377483
3.0	0.5	2.457731
4.0	0.5	2.377483
5.0	0.4	2.53634
6.0	0.5	2.562612
5.0	0.5	2.572166
6.0	0.5	2.562612
7.0	0.5	2.576696
7.0	0.6	2.778921
8.0	0.6	2.892915
8.0	0.5	2.960378
9.0	0.6	3.002275
10.0	0.6	2.842309
11.0	0.6	2.797957
10.0	0.6	2.842309
9.0	0.6	3.002275
8.0	0.5	2.960378
8.0	0.6	2.892915
7.0	0.6	2.778921
7.0	0.5	2.576696
6.0	0.5	2.562612
5.0	0.5	2.572166
6.0	0.5	2.562612
5.0	0.4	2.53634
4.0	0.5	2.377483
3.0	0.5	2.457731
4.0	0.5	2.377483
5.0	0.4	2.53634
6.0	0.4	2.185435
7.0	0.4	2.177325
8.0	0.4	2.584374
9.0	0.4	3.039507
8.0	0.3	3.094652
9.0	0.3	3.128869
8.0	0.3	3.094652
7.0	0.3	3.155288
6.0	0.2	1.291669
5.0	0.1	0.0
